Date,Close
08-04-2015,28707.75
09-04-2015,28885.21
10-04-2015,28879.38
11-04-2015,28879.38
12-04-2015,28879.38
13-04-2015,29044.44
14-04-2015,29044.44
15-04-2015,28799.69
16-04-2015,28666.04
17-04-2015,28442.1
18-04-2015,28442.1
19-04-2015,28442.1
20-04-2015,27886.21
21-04-2015,27676.04
22-04-2015,27890.13
23-04-2015,27735.02
24-04-2015,27437.94
25-04-2015,27437.94
26-04-2015,27437.94
27-04-2015,27176.99
28-04-2015,27396.38
29-04-2015,27225.93
30-04-2015,27011.31
01-05-2015,27011.31
02-05-2015,27011.31
03-05-2015,27011.31
04-05-2015,27490.59
05-05-2015,27440.14
06-05-2015,26717.37
07-05-2015,26599.11
08-05-2015,27105.39
09-05-2015,27105.39
10-05-2015,27105.39
11-05-2015,27507.3
12-05-2015,26877.48
13-05-2015,27251.1
14-05-2015,27206.06
15-05-2015,27324
16-05-2015,27324
17-05-2015,27324
18-05-2015,27687.3
19-05-2015,27645.53
20-05-2015,27837.21
21-05-2015,27809.35
22-05-2015,27957.5
23-05-2015,27957.5
24-05-2015,27957.5
25-05-2015,27643.88
26-05-2015,27531.41
27-05-2015,27564.66
28-05-2015,27506.71
29-05-2015,27828.44
30-05-2015,27828.44
31-05-2015,27828.44
01-06-2015,27848.99
02-06-2015,27188.38
03-06-2015,26837.2
04-06-2015,26813.42
05-06-2015,26768.49
06-06-2015,26768.49
07-06-2015,26768.49
08-06-2015,26523.09
09-06-2015,26481.25
10-06-2015,26840.5
11-06-2015,26370.98
12-06-2015,26425.3
13-06-2015,26425.3
14-06-2015,26425.3
15-06-2015,26586.55
16-06-2015,26686.51
17-06-2015,26832.66
18-06-2015,27115.83
19-06-2015,27316.17
20-06-2015,27316.17
21-06-2015,27316.17
22-06-2015,27730.21
23-06-2015,27804.37
24-06-2015,27729.67
25-06-2015,27895.97
26-06-2015,27811.84
27-06-2015,27811.84
28-06-2015,27811.84
29-06-2015,27645.15
30-06-2015,27780.83
01-07-2015,28020.87
02-07-2015,27945.8
03-07-2015,28092.79
04-07-2015,28092.79
05-07-2015,28092.79
06-07-2015,28208.76
07-07-2015,28171.69
08-07-2015,27687.72
09-07-2015,27573.66
10-07-2015,27661.4
11-07-2015,27661.4
12-07-2015,27661.4
13-07-2015,27961.19
14-07-2015,27932.9
15-07-2015,28198.29
16-07-2015,28446.12
17-07-2015,28463.31
18-07-2015,28463.31
19-07-2015,28463.31
20-07-2015,28420.12
21-07-2015,28182.14
22-07-2015,28504.93
23-07-2015,28370.84
24-07-2015,28112.31
25-07-2015,28112.31
26-07-2015,28112.31
27-07-2015,27561.38
28-07-2015,27459.23
29-07-2015,27563.43
30-07-2015,27705.35
31-07-2015,28114.56
01-08-2015,28114.56
02-08-2015,28114.56
03-08-2015,28187.06
04-08-2015,28071.93
05-08-2015,28223.08
06-08-2015,28298.13
07-08-2015,28236.39
08-08-2015,28236.39
09-08-2015,28236.39
10-08-2015,28101.72
11-08-2015,27866.09
12-08-2015,27512.26
13-08-2015,27549.53
14-08-2015,28067.31
15-08-2015,28067.31
16-08-2015,28067.31
17-08-2015,27878.27
18-08-2015,27831.54
19-08-2015,27931.64
20-08-2015,27607.82
21-08-2015,27366.07
22-08-2015,27366.07
23-08-2015,27366.07
24-08-2015,25741.56
25-08-2015,26032.38
26-08-2015,25714.66
27-08-2015,26231.19
28-08-2015,26392.38
29-08-2015,26392.38
30-08-2015,26392.38
31-08-2015,26283.09
01-09-2015,25696.44
02-09-2015,25453.56
03-09-2015,25764.78
04-09-2015,25201.9
05-09-2015,25201.9
06-09-2015,25201.9
07-09-2015,24893.81
08-09-2015,25317.87
09-09-2015,25719.58
10-09-2015,25622.17
11-09-2015,25610.21
12-09-2015,25610.21
13-09-2015,25610.21
14-09-2015,25856.7
15-09-2015,25705.93
16-09-2015,25963.97
17-09-2015,25963.97
18-09-2015,26218.91
19-09-2015,26218.91
20-09-2015,26218.91
21-09-2015,26192.98
22-09-2015,25651.84
23-09-2015,25822.99
24-09-2015,25863.5
25-09-2015,25863.5
26-09-2015,25863.5
27-09-2015,25863.5
28-09-2015,25616.84
29-09-2015,25778.66
30-09-2015,26154.83
01-10-2015,26220.95
02-10-2015,26220.95
03-10-2015,26220.95
04-10-2015,26220.95
05-10-2015,26785.55
06-10-2015,26932.88
07-10-2015,27035.85
08-10-2015,26845.81
09-10-2015,27079.51
10-10-2015,27079.51
11-10-2015,27079.51
12-10-2015,26904.11
13-10-2015,26846.53
14-10-2015,26779.66
15-10-2015,27010.14
16-10-2015,27214.6
17-10-2015,27214.6
18-10-2015,27214.6
19-10-2015,27364.92
20-10-2015,27306.83
21-10-2015,27287.66
22-10-2015,27287.66
23-10-2015,27470.81
24-10-2015,27470.81
25-10-2015,27470.81
26-10-2015,27361.96
27-10-2015,27253.44
28-10-2015,27039.76
29-10-2015,26838.14
30-10-2015,26656.83
31-10-2015,26656.83
01-11-2015,26656.83
02-11-2015,26559.15
03-11-2015,26590.59
04-11-2015,26552.92
05-11-2015,26304.2
06-11-2015,26265.24
07-11-2015,26265.24
08-11-2015,26265.24
09-11-2015,26121.4
10-11-2015,25743.26
11-11-2015,25866.95
12-11-2015,25866.95
13-11-2015,25610.53
14-11-2015,25610.53
15-11-2015,25610.53
16-11-2015,25760.1
17-11-2015,25864.47
18-11-2015,25482.52
19-11-2015,25841.92
20-11-2015,25868.49
21-11-2015,25868.49
22-11-2015,25868.49
23-11-2015,25819.34
24-11-2015,25775.74
25-11-2015,25775.74
26-11-2015,25958.63
27-11-2015,26128.2
28-11-2015,26128.2
29-11-2015,26128.2
30-11-2015,26145.67
01-12-2015,26169.41
02-12-2015,26117.85
03-12-2015,25886.62
04-12-2015,25638.11
05-12-2015,25638.11
06-12-2015,25638.11
07-12-2015,25530.11
08-12-2015,25310.33
09-12-2015,25036.05
10-12-2015,25252.32
11-12-2015,25044.43
12-12-2015,25044.43
13-12-2015,25044.43
14-12-2015,25150.35
15-12-2015,25320.44
16-12-2015,25494.37
17-12-2015,25803.78
18-12-2015,25519.22
19-12-2015,25519.22
20-12-2015,25519.22
21-12-2015,25735.9
22-12-2015,25590.65
23-12-2015,25850.3
24-12-2015,25838.71
25-12-2015,25838.71
26-12-2015,25838.71
27-12-2015,25838.71
28-12-2015,26034.13
29-12-2015,26079.48
30-12-2015,25960.03
31-12-2015,26117.54
01-01-2016,26160.9
02-01-2016,26160.9
03-01-2016,26160.9
04-01-2016,25623.35
05-01-2016,25580.34
06-01-2016,25406.33
07-01-2016,24851.83
08-01-2016,24934.33
09-01-2016,24934.33
10-01-2016,24934.33
11-01-2016,24825.04
12-01-2016,24682.03
13-01-2016,24854.11
14-01-2016,24772.97
15-01-2016,24455.04
16-01-2016,24455.04
17-01-2016,24455.04
18-01-2016,24188.37
19-01-2016,24479.84
20-01-2016,24062.04
21-01-2016,23962.21
22-01-2016,24435.66
23-01-2016,24435.66
24-01-2016,24435.66
25-01-2016,24485.95
26-01-2016,24485.95
27-01-2016,24492.39
28-01-2016,24469.57
29-01-2016,24870.69
30-01-2016,24870.69
31-01-2016,24870.69
01-02-2016,24824.83
02-02-2016,24539
03-02-2016,24223.32
04-02-2016,24338.43
05-02-2016,24616.97
06-02-2016,24616.97
07-02-2016,24616.97
08-02-2016,24287.42
09-02-2016,24020.98
10-02-2016,23758.9
11-02-2016,22951.83
12-02-2016,22986.12
13-02-2016,22986.12
14-02-2016,22986.12
15-02-2016,23554.12
16-02-2016,23191.97
17-02-2016,23381.87
18-02-2016,23649.22
19-02-2016,23709.15
20-02-2016,23709.15
21-02-2016,23709.15
22-02-2016,23788.79
23-02-2016,23410.18
24-02-2016,23088.93
25-02-2016,22976
26-02-2016,23154.3
27-02-2016,23154.3
28-02-2016,23154.3
29-02-2016,23002
01-03-2016,23779.35
02-03-2016,24242.98
03-03-2016,24606.99
04-03-2016,24646.48
05-03-2016,24646.48
06-03-2016,24646.48
07-03-2016,24646.48
08-03-2016,24659.23
09-03-2016,24793.96
10-03-2016,24623.34
11-03-2016,24717.99
12-03-2016,24717.99
13-03-2016,24717.99
14-03-2016,24804.28
15-03-2016,24551.17
16-03-2016,24682.48
17-03-2016,24677.37
18-03-2016,24952.74
19-03-2016,24952.74
20-03-2016,24952.74
21-03-2016,25285.37
22-03-2016,25330.49
23-03-2016,25337.56
24-03-2016,25337.56
25-03-2016,25337.56
26-03-2016,25337.56
27-03-2016,25337.56
28-03-2016,24966.4
29-03-2016,24900.46
30-03-2016,25338.58
31-03-2016,25341.86
01-04-2016,25269.64
02-04-2016,25269.64
03-04-2016,25269.64
04-04-2016,25399.65
05-04-2016,24883.59
06-04-2016,24900.63
07-04-2016,24685.42
08-04-2016,24673.84
09-04-2016,24673.84
10-04-2016,24673.84
11-04-2016,25022.16
12-04-2016,25145.59
13-04-2016,25626.75
14-04-2016,25626.75
15-04-2016,25626.75
16-04-2016,25626.75
17-04-2016,25626.75
18-04-2016,25816.36
19-04-2016,25816.36
20-04-2016,25844.18
21-04-2016,25880.38
22-04-2016,25838.14
23-04-2016,25838.14
24-04-2016,25838.14
25-04-2016,25678.93
26-04-2016,26007.3
27-04-2016,26064.12
28-04-2016,25603.1
29-04-2016,25606.62
30-04-2016,25606.62
01-05-2016,25606.62
02-05-2016,25436.97
03-05-2016,25229.7
04-05-2016,25101.73
05-05-2016,25262.21
06-05-2016,25228.5
07-05-2016,25228.5
08-05-2016,25228.5
09-05-2016,25688.86
10-05-2016,25772.53
11-05-2016,25597.02
12-05-2016,25790.22
13-05-2016,25489.57
14-05-2016,25489.57
15-05-2016,25489.57
16-05-2016,25653.23
17-05-2016,25773.61
18-05-2016,25704.61
19-05-2016,25399.72
20-05-2016,25301.9
21-05-2016,25301.9
22-05-2016,25301.9
23-05-2016,25230.36
24-05-2016,25305.47
25-05-2016,25881.17
26-05-2016,26366.68
27-05-2016,26653.6
28-05-2016,26653.6
29-05-2016,26653.6
30-05-2016,26725.6
31-05-2016,26667.96
01-06-2016,26713.93
02-06-2016,26843.14
03-06-2016,26843.03
04-06-2016,26843.03
05-06-2016,26843.03
06-06-2016,26777.45
07-06-2016,27009.67
08-06-2016,27020.66
09-06-2016,26763.46
10-06-2016,26635.75
11-06-2016,26635.75
12-06-2016,26635.75
13-06-2016,26396.77
14-06-2016,26395.71
15-06-2016,26726.34
16-06-2016,26525.46
17-06-2016,26625.91
18-06-2016,26625.91
19-06-2016,26625.91
20-06-2016,26866.92
21-06-2016,26812.78
22-06-2016,26765.65
23-06-2016,27002.22
24-06-2016,26397.71
25-06-2016,26397.71
26-06-2016,26397.71
27-06-2016,26402.96
28-06-2016,26524.55
29-06-2016,26740.39
30-06-2016,26999.72
01-07-2016,27144.91
02-07-2016,27144.91
03-07-2016,27144.91
04-07-2016,27278.76
05-07-2016,27166.87
06-07-2016,27166.87
07-07-2016,27201.49
08-07-2016,27126.9
09-07-2016,27126.9
10-07-2016,27126.9
11-07-2016,27626.69
12-07-2016,27808.14
13-07-2016,27815.18
14-07-2016,27942.11
15-07-2016,27836.5
16-07-2016,27836.5
17-07-2016,27836.5
18-07-2016,27746.66
19-07-2016,27787.62
20-07-2016,27915.89
21-07-2016,27710.52
22-07-2016,27803.24
23-07-2016,27803.24
24-07-2016,27803.24
25-07-2016,28095.34
26-07-2016,27976.52
27-07-2016,28024.33
28-07-2016,28208.62
29-07-2016,28051.86
30-07-2016,28051.86
31-07-2016,28051.86
01-08-2016,28003.12
02-08-2016,27981.71
03-08-2016,27697.51
04-08-2016,27714.37
05-08-2016,28078.35
06-08-2016,28078.35
07-08-2016,28078.35
08-08-2016,28182.57
09-08-2016,28085.16
10-08-2016,27774.88
11-08-2016,27859.6
12-08-2016,28152.4
13-08-2016,28152.4
14-08-2016,28152.4
15-08-2016,28152.4
16-08-2016,28064.61
17-08-2016,28005.37
18-08-2016,28123.44
19-08-2016,28077
20-08-2016,28077
21-08-2016,28077
22-08-2016,27985.54
23-08-2016,27990.21
24-08-2016,28059.94
25-08-2016,27835.91
26-08-2016,27782.25
27-08-2016,27782.25
28-08-2016,27782.25
29-08-2016,27902.66
30-08-2016,28343.01
31-08-2016,28452.17
01-09-2016,28423.48
02-09-2016,28532.11
03-09-2016,28532.11
04-09-2016,28532.11
05-09-2016,28532.11
06-09-2016,28978.02
07-09-2016,28926.36
08-09-2016,29045.28
09-09-2016,28797.25
10-09-2016,28797.25
11-09-2016,28797.25
12-09-2016,28353.54
13-09-2016,28353.54
14-09-2016,28372.23
15-09-2016,28412.89
16-09-2016,28599.03
17-09-2016,28599.03
18-09-2016,28599.03
19-09-2016,28634.5
20-09-2016,28523.2
21-09-2016,28507.42
22-09-2016,28773.13
23-09-2016,28668.22
24-09-2016,28668.22
25-09-2016,28668.22
26-09-2016,28294.28
27-09-2016,28223.7
28-09-2016,28292.81
29-09-2016,27827.53
30-09-2016,27865.96
01-10-2016,27865.96
02-10-2016,27865.96
03-10-2016,28243.29
04-10-2016,28334.55
05-10-2016,28220.98
06-10-2016,28106.21
07-10-2016,28061.14
08-10-2016,28061.14
09-10-2016,28061.14
10-10-2016,28082.34
11-10-2016,28082.34
12-10-2016,28082.34
13-10-2016,27643.11
14-10-2016,27673.6
15-10-2016,27673.6
16-10-2016,27673.6
17-10-2016,27529.97
18-10-2016,28050.88
19-10-2016,27984.37
20-10-2016,28129.84
21-10-2016,28077.18
22-10-2016,28077.18
23-10-2016,28077.18
24-10-2016,28179.08
25-10-2016,28091.42
26-10-2016,27836.51
27-10-2016,27915.9
28-10-2016,27941.51
29-10-2016,27941.51
30-10-2016,27930.21
31-10-2016,27930.21
01-11-2016,27876.61
02-11-2016,27527.22
03-11-2016,27430.28
04-11-2016,27274.15
05-11-2016,27274.15
06-11-2016,27274.15
07-11-2016,27458.99
08-11-2016,27591.14
09-11-2016,27252.53
10-11-2016,27517.68
11-11-2016,26818.82
12-11-2016,26818.82
13-11-2016,26818.82
14-11-2016,26818.82
15-11-2016,26304.63
16-11-2016,26298.69
17-11-2016,26227.62
18-11-2016,26150.24
19-11-2016,26150.24
20-11-2016,26150.24
21-11-2016,25765.14
22-11-2016,25960.78
23-11-2016,26051.81
24-11-2016,25860.17
25-11-2016,26316.34
26-11-2016,26316.34
27-11-2016,26316.34
28-11-2016,26350.17
29-11-2016,26394.01
30-11-2016,26652.81
01-12-2016,26559.92
02-12-2016,26230.66
03-12-2016,26230.66
04-12-2016,26230.66
05-12-2016,26349.1
06-12-2016,26392.76
07-12-2016,26236.87
08-12-2016,26694.28
09-12-2016,26747.18
10-12-2016,26747.18
11-12-2016,26747.18
12-12-2016,26515.24
13-12-2016,26697.82
14-12-2016,26602.84
15-12-2016,26519.07
16-12-2016,26489.56
17-12-2016,26489.56
18-12-2016,26489.56
19-12-2016,26374.7
20-12-2016,26307.98
21-12-2016,26242.38
22-12-2016,25979.6
23-12-2016,26040.7
24-12-2016,26040.7
25-12-2016,26040.7
26-12-2016,25807.1
27-12-2016,26213.44
28-12-2016,26210.68
29-12-2016,26366.15
30-12-2016,26626.46
31-12-2016,26626.46
01-01-2017,26626.46
02-01-2017,26595.45
03-01-2017,26643.24
04-01-2017,26633.13
05-01-2017,26878.24
06-01-2017,26759.23
07-01-2017,26759.23
08-01-2017,26759.23
09-01-2017,26726.55
10-01-2017,26899.56
11-01-2017,27140.41
12-01-2017,27247.16
13-01-2017,27238.06
14-01-2017,27238.06
15-01-2017,27238.06
16-01-2017,27288.17
17-01-2017,27235.66
18-01-2017,27257.64
19-01-2017,27308.6
20-01-2017,27034.5
21-01-2017,27034.5
22-01-2017,27034.5
23-01-2017,27117.34
24-01-2017,27375.58
25-01-2017,27708.14
26-01-2017,27708.14
27-01-2017,27882.46
28-01-2017,27882.46
29-01-2017,27882.46
30-01-2017,27849.56
31-01-2017,27655.96
01-02-2017,28141.64
02-02-2017,28226.61
03-02-2017,28240.52
04-02-2017,28240.52
05-02-2017,28240.52
06-02-2017,28439.28
07-02-2017,28335.16
08-02-2017,28289.92
09-02-2017,28329.7
10-02-2017,28334.25
11-02-2017,28334.25
12-02-2017,28334.25
13-02-2017,28351.62
14-02-2017,28339.31
15-02-2017,28155.56
16-02-2017,28301.27
17-02-2017,28468.75
18-02-2017,28468.75
19-02-2017,28468.75
20-02-2017,28661.58
21-02-2017,28761.59
22-02-2017,28864.71
23-02-2017,28892.97
24-02-2017,28892.97
25-02-2017,28892.97
26-02-2017,28892.97
27-02-2017,28812.88
28-02-2017,28743.32
01-03-2017,28984.49
02-03-2017,28839.79
03-03-2017,28832.45
04-03-2017,28832.45
05-03-2017,28832.45
06-03-2017,29048.19
07-03-2017,28999.56
08-03-2017,28901.94
09-03-2017,28929.13
10-03-2017,28946.23
11-03-2017,28946.23
12-03-2017,28946.23
13-03-2017,28946.23
14-03-2017,29442.63
15-03-2017,29398.11
16-03-2017,29585.85
17-03-2017,29648.99
18-03-2017,29648.99
19-03-2017,29648.99
20-03-2017,29518.74
21-03-2017,29485.45
22-03-2017,29167.68
23-03-2017,29332.16
24-03-2017,29421.4
25-03-2017,29421.4
26-03-2017,29421.4
27-03-2017,29237.15
28-03-2017,29409.52
29-03-2017,29531.43
30-03-2017,29647.42
31-03-2017,29620.5
01-04-2017,29620.5
02-04-2017,29620.5
03-04-2017,29910.22
04-04-2017,29910.22
05-04-2017,29974.24
06-04-2017,29927.34
07-04-2017,29706.61
08-04-2017,29706.61
09-04-2017,29706.61
10-04-2017,29575.74
11-04-2017,29788.35
12-04-2017,29643.48
13-04-2017,29461.45
14-04-2017,29461.45
15-04-2017,29461.45
16-04-2017,29461.45
17-04-2017,29413.66
18-04-2017,29319.1
19-04-2017,29336.57
20-04-2017,29422.39
21-04-2017,29365.3
22-04-2017,29365.3
23-04-2017,29365.3
24-04-2017,29655.84
25-04-2017,29943.24
26-04-2017,30133.35
27-04-2017,30029.74
28-04-2017,29918.4
29-04-2017,29918.4
30-04-2017,29918.4
01-05-2017,29918.4
02-05-2017,29921.18
03-05-2017,29894.8
04-05-2017,30126.21
05-05-2017,29858.8
06-05-2017,29858.8
07-05-2017,29858.8
08-05-2017,29926.15
09-05-2017,29933.25
10-05-2017,30248.17
11-05-2017,30250.98
12-05-2017,30188.15
13-05-2017,30188.15
14-05-2017,30188.15
15-05-2017,30322.12
16-05-2017,30582.6
17-05-2017,30658.77
18-05-2017,30434.79
19-05-2017,30464.92
20-05-2017,30464.92
21-05-2017,30464.92
22-05-2017,30570.97
23-05-2017,30365.25
24-05-2017,30301.64
25-05-2017,30750.03
26-05-2017,31028.21
27-05-2017,31028.21
28-05-2017,31028.21
29-05-2017,31109.28
30-05-2017,31159.4
31-05-2017,31145.8
01-06-2017,31137.59
02-06-2017,31273.29
03-06-2017,31273.29
04-06-2017,31273.29
05-06-2017,31309.49
06-06-2017,31190.56
07-06-2017,31271.28
08-06-2017,31213.36
09-06-2017,31262.06
10-06-2017,31262.06
11-06-2017,31262.06
12-06-2017,31095.7
13-06-2017,31103.49
14-06-2017,31155.91
15-06-2017,31075.73
16-06-2017,31056.4
17-06-2017,31056.4
18-06-2017,31056.4
19-06-2017,31311.57
20-06-2017,31297.53
21-06-2017,31283.64
22-06-2017,31290.74
23-06-2017,31138.21
24-06-2017,31138.21
25-06-2017,31138.21
26-06-2017,31138.21
27-06-2017,30958.25
28-06-2017,30834.32
29-06-2017,30857.52
30-06-2017,30921.61
01-07-2017,30921.61
02-07-2017,30921.61
03-07-2017,31221.62
04-07-2017,31209.79
05-07-2017,31245.56
06-07-2017,31369.34
07-07-2017,31360.63
08-07-2017,31360.63
09-07-2017,31360.63
10-07-2017,31715.64
11-07-2017,31747.09
12-07-2017,31804.82
13-07-2017,32037.38
14-07-2017,32020.75
15-07-2017,32020.75
16-07-2017,32020.75
17-07-2017,32074.78
18-07-2017,31710.99
19-07-2017,31955.35
20-07-2017,31904.4
21-07-2017,32028.89
22-07-2017,32028.89
23-07-2017,32028.89
24-07-2017,32245.87
25-07-2017,32228.27
26-07-2017,32382.46
27-07-2017,32383.3
28-07-2017,32309.88
29-07-2017,32309.88
30-07-2017,32309.88
31-07-2017,32514.94
01-08-2017,32575.17
02-08-2017,32476.74
03-08-2017,32237.88
04-08-2017,32325.41
05-08-2017,32325.41
06-08-2017,32325.41
07-08-2017,32273.67
08-08-2017,32014.19
09-08-2017,31797.84
10-08-2017,31531.33
11-08-2017,31213.59
12-08-2017,31213.59
13-08-2017,31213.59
14-08-2017,31449.03
15-08-2017,31449.03
16-08-2017,31770.89
17-08-2017,31795.46
18-08-2017,31524.68
19-08-2017,31524.68
20-08-2017,31524.68
21-08-2017,31258.85
22-08-2017,31291.85
23-08-2017,31568.01
24-08-2017,31596.06
25-08-2017,31596.06
26-08-2017,31596.06
27-08-2017,31596.06
28-08-2017,31750.82
29-08-2017,31388.39
30-08-2017,31646.46
31-08-2017,31730.49
01-09-2017,31892.23
02-09-2017,31892.23
03-09-2017,31892.23
04-09-2017,31702.25
05-09-2017,31809.55
06-09-2017,31661.97
07-09-2017,31662.74
08-09-2017,31687.52
09-09-2017,31687.52
10-09-2017,31687.52
11-09-2017,31882.16
12-09-2017,32158.66
13-09-2017,32186.41
14-09-2017,32241.93
15-09-2017,32272.61
16-09-2017,32272.61
17-09-2017,32272.61
18-09-2017,32423.76
19-09-2017,32402.37
20-09-2017,32400.51
21-09-2017,32370.04
22-09-2017,31922.44
23-09-2017,31922.44
24-09-2017,31922.44
25-09-2017,31626.63
26-09-2017,31599.76
27-09-2017,31159.81
28-09-2017,31282.48
29-09-2017,31283.72
30-09-2017,31283.72
01-10-2017,31283.72
02-10-2017,31283.72
03-10-2017,31497.38
04-10-2017,31671.71
05-10-2017,31592.03
06-10-2017,31814.22
07-10-2017,31814.22
08-10-2017,31814.22
09-10-2017,31846.89
10-10-2017,31924.41
11-10-2017,31833.99
12-10-2017,32182.22
13-10-2017,32432.69
14-10-2017,32432.69
15-10-2017,32432.69
16-10-2017,32633.64
17-10-2017,32609.16
18-10-2017,32584.35
19-10-2017,32389.96
20-10-2017,32389.96
21-10-2017,32389.96
22-10-2017,32389.96
23-10-2017,32506.72
24-10-2017,32607.34
25-10-2017,33042.5
26-10-2017,33147.13
27-10-2017,33157.22
28-10-2017,33157.22
29-10-2017,33157.22
30-10-2017,33266.16
31-10-2017,33213.13
01-11-2017,33600.27
02-11-2017,33573.22
03-11-2017,33685.56
04-11-2017,33685.56
05-11-2017,33685.56
06-11-2017,33731.19
07-11-2017,33370.76
08-11-2017,33218.81
09-11-2017,33250.93
10-11-2017,33314.56
11-11-2017,33314.56
12-11-2017,33314.56
13-11-2017,33033.56
14-11-2017,32941.87
15-11-2017,32760.44
16-11-2017,33106.82
17-11-2017,33342.8
18-11-2017,33342.8
19-11-2017,33342.8
20-11-2017,33359.9
21-11-2017,33478.35
22-11-2017,33561.55
23-11-2017,33588.08
24-11-2017,33679.24
25-11-2017,33679.24
26-11-2017,33679.24
27-11-2017,33724.44
28-11-2017,33618.59
29-11-2017,33602.76
30-11-2017,33149.35
01-12-2017,32832.94
02-12-2017,32832.94
03-12-2017,32832.94
04-12-2017,32869.72
05-12-2017,32802.44
06-12-2017,32597.18
07-12-2017,32949.21
08-12-2017,33250.3
09-12-2017,33250.3
10-12-2017,33250.3
11-12-2017,33455.79
12-12-2017,33227.99
13-12-2017,33053.04
14-12-2017,33246.7
15-12-2017,33462.97
16-12-2017,33462.97
17-12-2017,33462.97
18-12-2017,33601.68
19-12-2017,33836.74
20-12-2017,33777.38
21-12-2017,33756.28
22-12-2017,33940.3
23-12-2017,33940.3
24-12-2017,33940.3
25-12-2017,33940.3
26-12-2017,34010.61
27-12-2017,33911.81
28-12-2017,33848.03
29-12-2017,34056.83
30-12-2017,34056.83
31-12-2017,34056.83
01-01-2018,33812.75
02-01-2018,33812.26
03-01-2018,33793.38
04-01-2018,33969.64
05-01-2018,34153.85
06-01-2018,34153.85
07-01-2018,34153.85
08-01-2018,34352.79
09-01-2018,34443.19
10-01-2018,34433.07
11-01-2018,34503.49
12-01-2018,34592.39
13-01-2018,34592.39
14-01-2018,34592.39
15-01-2018,34843.51
16-01-2018,34771.05
17-01-2018,35081.82
18-01-2018,35260.29
19-01-2018,35511.58
20-01-2018,35511.58
21-01-2018,35511.58
22-01-2018,35798.01
23-01-2018,36139.98
24-01-2018,36161.64
25-01-2018,36050.44
26-01-2018,36050.44
27-01-2018,36050.44
28-01-2018,36050.44
29-01-2018,36283.25
30-01-2018,36033.73
31-01-2018,35965.02
01-02-2018,35906.66
02-02-2018,35066.75
03-02-2018,35066.75
04-02-2018,35066.75
05-02-2018,34757.16
06-02-2018,34195.94
07-02-2018,34082.71
08-02-2018,34413.16
09-02-2018,34005.76
10-02-2018,34005.76
11-02-2018,34005.76
12-02-2018,34300.47
13-02-2018,34300.47
14-02-2018,34155.95
15-02-2018,34297.47
16-02-2018,34010.76
17-02-2018,34010.76
18-02-2018,34010.76
19-02-2018,33774.66
20-02-2018,33703.59
21-02-2018,33844.86
22-02-2018,33819.5
23-02-2018,34142.15
24-02-2018,34142.15
25-02-2018,34142.15
26-02-2018,34445.75
27-02-2018,34346.39
28-02-2018,34184.04
01-03-2018,34046.94
02-03-2018,34046.94
03-03-2018,34046.94
04-03-2018,34046.94
05-03-2018,33746.78
06-03-2018,33317.2
07-03-2018,33033.09
08-03-2018,33351.57
09-03-2018,33307.14
10-03-2018,33307.14
11-03-2018,33307.14
12-03-2018,33917.94
